holeid,x,y,z,maxdepth,Campana,ENDDATE
N0332,473798.895,7478897.098,1699.493,233.0,1997_infill,1-Sep-2000
N0333,474801.712,7479697.647,1735.672,300.0,1997_infill,1-Sep-2000
N0334,473696.33,7478895.815,1697.35,200.0,1997_infill,1-Sep-2000
N0335,473900.571,7479345.068,1703.307,301.15,1997_infill,1-Sep-2000
N0336,474607.341,7479498.279,1727.822,250.0,1997_infill,1-Sep-2000
N0337,474902.592,7479698.831,1739.381,300.0,1997_infill,1-Sep-2000
N0338,475202.396,7482200.112,1763.376,250.0,1997_infill,1-Sep-2000
N0339,474303.534,7478798.456,1715.305,121.5,1997_infill,1-Sep-2000
N0340,474201.7,7479750.2,1713.5,300.05,1997_infill,1-Sep-2000
N0341,473950.0,7479400.0,1703.1,70.0,1997_infill,1-Sep-2000
N0341A,473952.755,7479400.793,1705.021,300.2,1997_infill,1-Sep-2000
N0342,475117.1,7480400.187,1749.299,250.5,1997_infill,1-Sep-2000
N0343,475101.871,7482200.355,1759.865,300.0,1997_infill,1-Sep-2000
N0344,475086.186,7481091.729,1751.589,250.0,1997_infill,1-Sep-2000
N0345,475002.329,7482200.243,1756.693,300.0,1997_infill,1-Sep-2000
N0346,474250.477,7479799.002,1716.622,303.0,1997_infill,1-Sep-2000
N0347,474151.696,7479799.199,1713.325,300.0,1997_infill,1-Sep-2000
N0348,474902.516,7482200.204,1753.42,300.0,1997_infill,1-Sep-2000
N0349,474985.397,7481099.856,1748.469,300.5,1997_infill,1-Sep-2000
N0350,473853.081,7479398.051,1701.841,292.35,1997_infill,1-Sep-2000
N0351,475305.614,7481202.19,1759.771,250.2,1997_infill,1-Sep-2000
N0352,474800.681,7482096.316,1749.059,250.0,1997_infill,1-Sep-2000
N0353,473902.074,7479449.016,1703.765,299.6,1997_infill,1-Mar-2000
N0354,474202.063,7479848.762,1714.765,250.0,1997_infill,1-Apr-2000
N0355,475409.475,7481204.419,1763.459,250.8,1997_infill,1-Mar-2000
N0356,474810.21,7482000.021,1748.587,290.0,1997_infill,1-Feb-2000
N0357,475456.931,7481299.121,1765.407,250.0,1997_infill,1-Feb-2000
N0358,474801.266,7481899.897,1748.054,300.0,1997_infill,1-Apr-2000
N0359,474751.724,7480898.555,1739.451,251.5,1997_infill,1-Apr-2000
N0360,474706.409,7480999.717,1738.324,250.0,1997_infill,1-May-2000
N0361,474102.473,7479749.269,1711.605,300.55,1997_infill,1-Sep-2000
N0362,474603.071,7480901.26,1734.723,249.5,1997_infill,1-May-2000
N0363,474603.743,7480999.509,1734.926,250.0,1997_infill,1-Sep-2000
N0364,474953.624,7480301.325,1742.889,340.0,1997_infill,1-Aug-2000
N0365,474152.388,7479699.335,1712.434,300.0,1997_infill,1-Sep-2000
N0366,474553.359,7480699.503,1732.091,251.4,1997_infill,1-Nov-2000
N0367,474952.905,7480098.835,1742.194,320.0,1997_infill,1-Aug-2000
N0368,474409.268,7480398.297,1725.305,300.0,1997_infill,1-Nov-2000
N0369,473798.281,7479699.495,1701.513,250.0,1997_infill,1-Nov-2000
N0370,474400.507,7480295.991,1723.824,300.0,1997_infill,1-Nov-2000
N0371,474101.901,7479648.461,1711.499,300.15,1997_infill,1-Nov-2000
N0372,473801.03,7479798.681,1701.792,250.0,1997_infill,1-Nov-2000
N0373,474955.595,7481600.525,1750.044,250.0,1997_infill,1-Nov-2000
N0374,474650.276,7479802.571,1730.156,321.5,1997_infill,1-Nov-2000
N0375,474049.767,7479699.225,1709.207,300.0,1997_infill,1-Nov-2000
N0376,474198.704,7480099.428,1717.066,250.0,1997_infill,1-Nov-2000
N0377,474303.022,7480198.836,1720.312,291.1,1997_infill,1-Nov-2000
N0378,474902.153,7481951.883,1752.018,300.0,1997_infill,1-Nov-2000
N0379,474753.069,7479999.896,1734.668,316.85,1997_infill,1-Nov-2000
N0380,475253.232,7481703.944,1761.159,300.0,1997_infill,1-Nov-2000
N0381,474552.201,7479701.063,1726.288,300.0,1997_infill,1-Nov-2000
N0382,474750.407,7480098.466,1735.398,300.5,1997_infill,1-Nov-2000
N0383,474449.786,7479295.239,1720.968,300.5,1997_infill,1-Nov-2000
N0384,474850.506,7481900.492,1749.769,300.7,1997_infill,1-Nov-2000
N0385,475052.042,7481401.211,1751.823,250.0,1997_infill,1-Nov-2000
N0386,474448.516,7479497.925,1722.047,330.0,1997_infill,1-Nov-2000
N0387,474250.502,7478998.898,1713.926,320.0,1997_infill,1-Jan-2000
N0388,474902.563,7481850.019,1751.248,300.0,1997_infill,1-Jan-2000
N0389,474251.498,7479200.067,1713.819,294.0,1997_infill,1-Feb-2000
N0390,474497.799,7479901.66,1725.396,320.0,1997_infill,1-Jan-2000
N0391,475202.645,7481448.936,1757.317,250.0,1997_infill,1-Apr-2000
N0392,474053.673,7478896.727,1707.066,300.0,1997_infill,1-May-2000
N0393,475201.658,7481674.377,1759.173,351.15,1997_infill,1-Jul-2000
N0394,474979.492,7481600.848,1750.679,350.3,1997_infill,1-Sep-2000
N0395,475602.66,7481099.986,1770.355,256.25,1998_infill,1-May-2000
N0396,475302.097,7481000.091,1758.925,188.0,1998_infill,1-May-2000
N0397,475302.552,7481099.629,1759.416,236.05,1998_infill,1-May-2000
N0398,475402.882,7481099.83,1762.939,250.25,1998_infill,1-May-2000
N0399,475402.483,7480999.328,1762.468,250.0,1998_infill,1-Mar-2000
N0400,475482.976,7481099.994,1766.106,250.25,1998_infill,1-Mar-2000
N0401,475502.777,7480999.516,1765.418,222.7,1998_infill,1-Aug-2000
N0402,475501.621,7481199.097,1766.613,143.9,1998_infill,1-Jul-2000
N0403,474702.002,7481099.916,1738.961,305.6,1998_infill,1-Feb-2000
N0404,475601.909,7480999.632,1769.538,250.0,1998_infill,1-Feb-2000
N0405,474601.734,7481098.42,1735.576,304.15,1998_infill,1-Feb-2000
N0406,474903.187,7480999.821,1744.329,248.0,1998_infill,1-Feb-2000
N0407,475002.444,7481000.282,1747.975,251.9,1998_infill,1-Feb-2000
N0408,474482.729,7481095.559,1731.431,250.0,1998_infill,1-Feb-2000
N0409,474503.294,7480998.965,1731.883,250.0,1998_infill,1-Feb-2000
N0410,475101.739,7481000.365,1751.187,250.2,1998_infill,1-Feb-2000
N0411,475436.346,7480898.977,1763.215,227.9,1998_infill,1-Feb-2000
N0412,474400.722,7480497.429,1725.107,256.45,1998_infill,1-Feb-2000
N0413,474302.166,7480501.255,1722.119,226.4,1998_infill,1-Mar-2000
N0414,475502.228,7480900.168,1765.526,204.8,1998_infill,1-Apr-2000
N0415,474303.117,7480398.085,1721.416,187.2,1998_infill,1-May-2000
N0416,474302.577,7480298.341,1720.54,210.0,1998_infill,1-Nov-2000
N0417,474402.515,7479898.12,1722.284,135.0,1998_infill,1-Sep-2000
N0418,474496.941,7479901.586,1725.395,130.0,1998_infill,1-Sep-2000
N0419,474503.496,7479698.676,1725.087,141.7,1998_infill,1-Nov-2000
N0420,474202.853,7480201.636,1717.532,189.25,1998_infill,1-Nov-2000
N0421,474201.991,7479601.893,1714.269,190.0,1998_infill,1-Nov-2000
N0422,474626.169,7479595.01,1728.682,220.0,1998_infill,1-Dec-2000
N0423,474306.528,7480197.643,1720.441,175.0,1998_infill,1-Dec-2000
N0424,474200.891,7479602.4,1714.194,150.0,1998_infill,1-Dec-2000
N0425,474610.564,7479497.074,1728.372,168.1,1998_infill,1-Dec-2000
N0426,474005.82,7479495.742,1705.789,182.4,1998_infill,1-Dec-2000
N0427,474801.475,7480397.393,1738.628,200.0,1998_infill,1-Dec-2000
N0428,474204.032,7480299.305,1717.499,190.0,1998_infill,1-Dec-2000
N0429,474004.913,7479398.314,1705.287,165.0,1998_infill,1-Dec-2000
N0430,474801.827,7480397.935,1738.498,250.0,1998_infill,1-Dec-2000
N0431,474202.162,7480398.817,1718.621,178.95,1998_infill,1-Dec-2000
N0432,474100.743,7479297.981,1708.621,182.0,1998_infill,1-Dec-2000
N0433,473802.132,7479300.323,1698.989,145.0,1998_infill,1-Dec-2000
N0434,474003.624,7479199.297,1705.075,178.7,1998_infill,1-Dec-2000
N0435,474103.696,7479301.985,1708.699,170.0,1998_infill,1-Dec-2000
N0436,474003.46,7479099.42,1705.758,200.55,1998_infill,1-Dec-2000
N0437,474501.273,7480899.509,1730.792,200.0,1998_infill,1-Dec-2000
N0438,475202.053,7481499.165,1757.526,597.15,1998_infill,1-Jul-2000
N0439,474402.068,7480999.172,1728.202,180.1,1998_infill,1-Dec-2000
N0440,474203.838,7479399.298,1712.344,499.15,1998_infill,1-Dec-2000
N0441,474598.045,7480597.317,1732.499,450.6,1998_infill,1-Jul-2000
N0442,475601.622,7480900.208,1768.796,210.95,1998_infill,1-Jul-2000
N0443,475403.133,7481300.122,1764.38,250.0,1998_geotec,1-Jul-2000
N0444,474198.043,7478897.65,1710.821,250.2,1998_geotec,1-Jul-2000
N0445,473905.68,7478996.347,1702.216,250.75,1998_geotec,1-Jul-2000
N0446,473699.941,7479303.303,1695.291,230.0,1998_geotec,1-Jul-2000
N0447,473804.624,7479800.5,1701.769,240.0,1998_geotec,1-Jul-2000
N0448,475249.687,7481850.589,1761.995,264.2,2001_infill,1-Jul-2000
N0449,474949.859,7481849.093,1753.052,262.25,2001_infill,1-Jul-2000
N0450,475150.17,7481849.054,1759.073,243.3,2001_infill,1-Jul-2000
N0451,475057.229,7481850.78,1756.248,230.4,2001_infill,1-Mar-2000
N0452,475049.968,7481749.799,1755.268,255.55,2001_infill,1-Mar-2000
N0453,475250.552,7481649.782,1760.537,221.8,2001_infill,1-Mar-2000
N0454,475150.346,7481749.503,1757.605,270.2,2001_infill,1-Feb-2000
N0455,475250.199,7481750.265,1761.323,261.25,2001_infill,1-May-2000
N0456,475150.158,7481649.569,1757.037,232.95,2001_infill,1-May-2000
N0457,474951.108,7481749.673,1751.719,242.3,2001_infill,1-May-2000
N0458,475251.402,7481551.049,1759.655,186.15,2001_infill,1-Jun-2000
N0459,475050.304,7481649.655,1753.327,237.55,2001_infill,1-Feb-2000
N0460,475054.619,7481551.025,1753.193,236.45,2001_infill,1-Jul-2000
N0461,475150.126,7481549.307,1756.155,200.75,2001_infill,1-Aug-2000
N0462,474951.152,7481649.609,1750.553,237.55,2001_infill,1-Sep-2000
N0463,475051.006,7481450.525,1752.221,234.65,2001_infill,1-Sep-2000
N0464,475242.628,7481450.848,1758.114,228.35,2001_infill,1-Oct-2000
N0465,474949.687,7481549.665,1750.034,212.3,2001_infill,1-Nov-2000
N0466,475149.417,7481449.631,1750.426,233.3,2001_infill,1-Sep-2000
N0467,474950.363,7481450.246,1749.012,229.45,2001_infill,1-Dec-2000
N0468,474949.083,7480349.354,1743.313,210.2,2001_infill,1-Apr-2000
N0469,474850.456,7480250.206,1739.193,234.75,2001_infill,1-Dec-2000
N0470,474932.788,7480248.953,1741.789,233.4,2001_infill,1-Dec-2000
N0471,475093.223,7480356.488,1748.464,187.9,2001_infill,1-Dec-2000
N0472,474750.613,7480150.446,1735.008,194.8,2001_infill,1-Dec-2000
N0473,474649.331,7479949.833,1730.741,190.8,2001_infill,1-Dec-2000
N0474,474849.779,7480148.95,1738.828,224.5,2001_infill,1-Dec-2000
N0475,474650.958,7480049.043,1731.319,183.7,2001_infill,1-Dec-2000
N0476,474749.471,7479950.66,1734.266,197.95,2001_infill,1-Dec-2000
N0477,474749.934,7480049.694,1734.088,189.35,2001_infill,1-Dec-2000
N0478,475049.87,7480249.712,1746.761,185.45,2001_infill,1-Dec-2000
N0479,474643.345,7479850.183,1730.102,184.75,2001_infill,1-Dec-2000
N0480,475050.362,7480150.145,1746.271,232.85,2001_infill,1-Dec-2000
N0481,474805.763,7480050.084,1736.863,220.7,2001_infill,1-Dec-2000
N0482,474968.887,7480150.025,1743.192,233.35,2001_infill,1-Dec-2000
N0483,474344.428,7479553.063,1718.679,201.3,2001_infill,1-Dec-2000
N0484,474360.164,7479445.077,1718.693,188.3,2001_infill,1-Dec-2000
N0485,474950.222,7480049.977,1742.179,239.9,2001_infill,1-Dec-2000
N0486,474345.533,7479356.891,1717.739,207.9,2001_infill,1-Dec-2000
N0487,474258.802,7479443.913,1715.091,152.2,2001_infill,1-Dec-2000
N0488,475050.574,7480049.877,1745.765,226.9,2001_infill,1-Dec-2000
N0489,474250.146,7479357.365,1714.661,186.25,2001_infill,1-Dec-2000
N0490,474143.47,7479454.34,1711.282,178.8,2001_infill,1-Dec-2000
N0491,474849.843,7479949.349,1738.308,220.4,2001_infill,1-Jan-2000
N0492,474152.023,7479354.785,1711.274,171.05,2001_infill,1-Jan-2000
N0493,474049.599,7479354.518,1707.756,152.25,2001_infill,1-Feb-2000
N0494,474950.003,7479850.224,1741.573,212.1,2001_infill,1-Aug-2000
N0495,474145.198,7479244.954,1711.061,156.2,2001_infill,1-Feb-2000
N0496,474052.458,7479249.733,1707.869,167.85,2001_infill,1-May-2000
N0497,474244.785,7479243.746,1714.102,192.1,2001_infill,1-Jul-2000
N0498,474052.343,7479152.118,1707.604,191.1,2001_infill,1-Aug-2000
N0499,474227.594,7479146.375,1712.377,180.85,2001_infill,1-Oct-2000
N0500,474152.036,7479152.994,1710.762,179.6,2001_infill,1-Oct-2000
N0501,474850.668,7479849.447,1737.537,207.45,2001_infill,1-Nov-2000
N0502,473953.989,7479151.302,1704.64,185.25,2001_infill,1-Dec-2000
N0503,474052.972,7479052.001,1707.705,219.2,2001_infill,1-Dec-2000
N0504,473846.144,7479150.86,1701.554,158.35,2001_infill,1-Dec-2000
N0505,474781.341,7479849.711,1735.39,195.85,2001_infill,1-Nov-2000
N0506,474150.512,7479051.204,1710.583,184.85,2001_infill,1-Oct-2000
N0507,473953.691,7479051.744,1704.41,186.15,2001_infill,1-Dec-2000
N0508,474052.254,7478951.303,1707.832,206.65,2001_infill,1-Dec-2000
N0509,474702.318,7479406.394,1730.261,190.0,2001_infill,1-Dec-2000
N0510,473950.419,7479249.822,1704.478,146.75,2001_infill,1-Dec-2000
N0511,473853.944,7479053.487,1701.733,168.05,2001_infill,1-Dec-2000
N0512,473946.945,7478951.696,1704.552,191.15,2001_infill,1-Dec-2000
N0513,474601.897,7479301.038,1725.72,223.3,2001_infill,1-Dec-2000
N0514,474101.333,7480203.809,1714.068,148.25,2001_infill,1-Dec-2000
N0515,474099.203,7478952.555,1708.854,192.1,2001_infill,1-Dec-2000
N0516,474291.101,7479251.904,1715.68,191.3,2001_infill,1-Dec-2000
N0517,474602.473,7481303.354,1736.063,201.9,2001_infill,1-Dec-2000
N0518,474282.888,7479050.924,1714.721,196.8,2001_infill,1-Dec-2000
N0519,474249.808,7479549.633,1715.429,161.9,2001_infill,1-Dec-2000
N0520,474505.305,7481203.636,1732.512,194.35,2001_infill,1-Dec-2000
N0521,475501.563,7481208.158,1766.854,169.75,2001_infill,1-Dec-2000
N0522,474602.634,7481201.303,1735.622,200.6,2001_infill,1-Dec-2000
N0523,474802.032,7481100.42,1742.19,192.15,2001_infill,1-Dec-2000
N0524,474245.148,7478953.583,1713.701,220.5,2001_infill,1-Dec-2000
N0525,474702.455,7481199.716,1739.028,184.95,2001_infill,1-Dec-2000
N0526,474899.288,7481107.887,1745.487,226.9,2001_infill,1-Dec-2000
N0527,475204.441,7480899.804,1755.14,203.4,2001_infill,1-Dec-2000
N0528,475302.044,7480902.173,1758.558,210.3,2001_infill,1-Dec-2000
N0529,474603.478,7481701.222,1740.248,204.9,2001_infill,1-Dec-2000
N0530,475556.137,7480707.078,1767.42,200.25,2001_infill,1-Dec-2000
N0531,475281.733,7480799.909,1756.402,182.4,2001_infill,1-Dec-2000
N0532,474353.673,7479150.325,1716.916,182.6,2001_infill,1-Dec-2000
N0533,474603.785,7481797.708,1741.135,216.0,2001_infill,1-Dec-2000
N0534,474600.193,7481899.314,1741.547,205.0,2001_infill,1-Dec-2000
N0535,475162.448,7480698.154,1752.609,220.65,2001_infill,1-Dec-2000
N0536,474799.458,7479503.403,1734.181,196.55,2001_infill,1-Dec-2000
N0537,474498.062,7481798.45,1737.784,173.35,2001_infill,1-Dec-2000
N0538,474498.372,7481402.254,1734.037,174.35,2001_infill,1-Feb-2000
N0539,474495.191,7481314.924,1732.46,168.45,2001_infill,1-Mar-2000
N0540,475185.939,7481083.714,1755.14,171.2,2001_infill,1-Apr-2000
N0541,474702.084,7481801.216,1744.316,165.1,2001_infill,1-May-2000
N0542,474601.059,7481499.586,1738.403,174.1,2001_infill,1-Jun-2000
N0543,474402.086,7480903.127,1728.025,149.1,2001_infill,1-Aug-2000
N0544,474501.712,7480799.861,1730.845,204.0,2001_infill,1-Aug-2000
N0545,474402.596,7480699.112,1726.878,151.1,2001_infill,1-Nov-2000
N0546,474699.618,7479502.398,1730.174,188.0,2001_infill,1-Oct-2000
N0547,474667.367,7479489.775,1730.204,210.1,2001_geotec,1-Dec-2000
N0548,474904.957,7480599.491,1742.7,200.0,2001_geotec,1-Dec-2000
N0549,475000.653,7480127.966,1744.552,220.1,2001_geotec,1-Dec-2000
N0550,474581.273,7480212.424,1729.963,180.0,2001_geotec,1-Dec-2000
N0551,475252.716,7481931.146,1763.603,250.0,2001_geotec,1-Mar-2000
N0552,474901.195,7481360.755,1746.332,250.1,2001_geotec,1-Jun-2000
N0553,475391.503,7481498.638,1764.444,139.25,2001_geotec,1-Dec-2000
N0553A,475388.033,7481498.626,1764.138,235.45,2001_geotec,1-Dec-2000
N0554,475700.656,7480599.986,1771.423,221.2,2002_delin,1-Dec-2000
N0555,475877.023,7480638.398,1778.099,228.0,2002_delin,1-Dec-2000
N0556,475347.548,7480669.543,1758.639,236.1,2002_delin,1-Mar-2000
N0557,475297.661,7480598.79,1756.486,225.0,2002_delin,1-Dec-2000
N0558,475470.204,7480517.164,1761.858,216.2,2002_delin,1-Dec-2000
N0559,475305.77,7480408.972,1756.091,200.3,2002_delin,1-Dec-2000
N0560,475151.385,7480607.013,1750.802,258.4,2002_delin,1-Dec-2000
RAMPAD,474500.37,7479798.2,1706.18,974.29,Tunel,
RAMPAI,474502.63,7479800.18,1706.18,983.51,Tunel,
SDW0001,474299.106,7479798.075,1718.481,141.5,2005_Hidrica,2-Sep-2005
SDW0002,474866.647,7479401.219,1736.047,180.0,2005_Hidrica,31-Jul-2005
SDW0003,473584.126,7478823.301,1694.171,160.0,2005_Hidrica,21-Aug-2005
SMET0001,474256.252,7478996.535,1713.761,174.0,2001_metal,
SMET0002,474194.333,7479109.314,1711.813,160.0,2001_metal,
SMET0003,474104.737,7479405.905,1709.612,120.5,2001_metal,
SMET0004,474445.858,7479495.483,1721.869,187.0,2001_metal,
SMET0005,474199.904,7479806.657,1714.443,164.8,2001_metal,1-Jan-2000
SMET0006,474497.302,7480396.097,1728.009,181.0,2001_metal,
SMET0007,474798.173,7480695.601,1740.009,158.0,2001_metal,
SMET0008,474898.042,7480192.183,1740.411,280.75,2001_metal,
SMET0009,474897.774,7481293.017,1745.885,166.0,2001_metal,1-Jan-2000
SMET0010,475002.046,7481598.985,1751.771,234.0,2001_metal,1-Jul-2000
SPD0003,474102.039,7479599.199,1711.057,166.0,2005_infill_F3,1-Feb-2005
SPD0004,474100.014,7479649.812,1711.084,186.0,2005_infill_F3,4-Feb-2005
SPD0005,474099.769,7479749.894,1711.225,184.0,2005_infill_F3,5-Feb-2005
SPD0006,474049.997,7479750.143,1709.484,165.0,2005_infill_F3,11-Feb-2005
SPD0007,473999.803,7479699.787,1707.706,171.65,2005_infill_F3,11-Feb-2005
SPD0009,473949.938,7479650.293,1706.175,188.0,2005_infill_F3,11-Feb-2005
SPD0036,474051.298,7479152.909,1707.798,185.0,2005_geotec_F1,5-Mar-2005
SPD0041,474053.644,7479148.162,1707.747,200.0,2005_geotec_F1,10-Mar-2005
SPD0050,474053.401,7479146.132,1707.788,230.0,2005_geotec_F1,15-Mar-2005
SPD0053,474046.144,7479147.135,1707.77,230.0,2005_geotec_F1,19-Mar-2005
SPD0058,474250.06,7479452.082,1715.162,180.0,2005_geotec_F3,22-Mar-2005
SPD0063,474255.308,7479449.421,1715.365,210.0,2005_geotec_F3,27-Mar-2005
SPD0073,474250.109,7479446.274,1715.17,200.0,2005_geotec_F3,2-Apr-2005
SPD0082,474244.708,7479446.148,1715.012,230.0,2005_geotec_F3,6-Apr-2005
SPD0090,474650.277,7479951.625,1730.928,230.0,2005_geotec_F2,11-Apr-2005
SPD0097,474651.752,7479950.041,1730.949,220.0,2005_geotec_F2,16-Apr-2005
SPD0105,474650.099,7479945.877,1730.831,192.0,2005_geotec_F2,21-Apr-2005
SPD0115,474049.647,7478999.881,1707.843,240.0,2005_geotec_F1,26-Apr-2005
SPD0123,474150.625,7479020.415,1710.897,260.0,2005_geotec_F1,2-May-2005
SPD0132,474648.705,7479947.249,1730.805,200.0,2005_geotec_F2,6-May-2005
SPD0140,474049.7,7479298.22,1708.097,180.0,2005_geotec_F1,11-May-2005
SPD0149,474102.829,7479652.261,1711.141,200.0,2005_geotec_F3,14-May-2005
SPD0154,473876.52,7479397.809,1702.569,220.0,2005_geotec_F1,19-May-2005
SPD0161,474000.148,7479049.674,1706.293,170.0,2005_Metal_F1,23-May-2005
SPD0162,473919.268,7479145.825,1703.664,189.0,2005_geotec_F1,22-May-2005
SPD0170,473968.967,7479650.373,1706.993,200.0,2005_geotec_F3,27-May-2005
SPD0171,473849.89,7479204.411,1701.586,170.0,2005_Metal_F1,26-May-2005
SPD0177,474202.844,7479154.363,1712.368,170.0,2005_Metal_F1,29-May-2005
SPD0179,474307.911,7479499.298,1717.464,220.0,2005_geotec_F3,2-Jun-2005
SPD0189,474699.487,7479899.268,1732.437,180.0,2005_geotec_F2,6-Jun-2005
SPD0195,474899.291,7479849.905,1739.748,180.0,2005_geotec_F2,9-Jun-2005
SPD0200,474500.189,7479999.937,1725.891,160.0,2005_geotec_F2,12-Jun-2005
SPD0209,474449.907,7479978.651,1724.11,200.0,2005_infill_F2,15-Jun-2005
SPD0210,474654.401,7479946.532,1730.989,180.0,2005_Metal_F2,17-Jun-2005
SPD0222,474810.144,7480049.584,1737.301,180.0,2005_Metal_F2,21-Jun-2005
SPD0233,474916.115,7480099.727,1741.237,225.0,2005_infill_F2,24-Jun-2005
SPD0234,475026.706,7480350.308,1746.402,198.0,2005_infill_F2,24-Jun-2005
SPD0250,475049.237,7479951.916,1745.522,250.0,2005_infill_F2,30-Jun-2005
SPD0260,474749.64,7480250.198,1735.924,195.0,2005_infill_F2,4-Jul-2005
SPD0261,475149.876,7479950.466,1749.35,220.0,2005_infill_F2,3-Jul-2005
SPD0273,474700.007,7480250.103,1734.219,190.0,2005_infill_F2,5-Jul-2005
SPD0275,475199.55,7480050.103,1751.933,245.0,2005_infill_F2,9-Jul-2005
SPD0287,474801.24,7479898.286,1736.127,250.0,2005_Metal_F2,12-Jul-2005
SPD0294,474852.761,7479849.097,1737.804,578.65,2005_Gemelos_F2,24-Jul-2005
SPD0295,474850.499,7479951.968,1738.34,250.0,2005_Metal_F2,18-Jul-2005
SPD0296,474752.008,7480049.366,1734.896,509.0,2005_Gemelos_F2,24-Jul-2005
SPD0297,474898.735,7479998.97,1740.215,250.0,2005_Metal_F2,23-Jul-2005
SPD0298,474348.28,7479502.468,1718.779,467.95,2005_Metal_F3,7-Aug-2005
SPD0299,474600.793,7480199.635,1730.304,500.0,2005_Gemelos_F2,3-Aug-2005
SPD0300,475099.833,7480200.895,1748.036,424.05,2005_Gemelos_F2,3-Aug-2005
SPD0302,475047.033,7480149.829,1746.234,242.3,2005_Metal_F2,11-Aug-2005
SPD0303,474960.309,7480252.451,1743.221,250.0,2005_Metal_F2,17-Aug-2005
SPD0304,474852.42,7480148.44,1738.808,250.0,2005_Metal_F2,23-Aug-2005
SPD0305,474430.114,7479447.036,1721.285,220.0,2005_Metal_F3,30-Aug-2005
SPD0306,474017.99,7479700.078,1708.227,200.0,2005_Metal_F3,4-Sep-2005
SPD0337,474269.1,7479141.35,1640.337,92.85,Programa_Drenes_F1,23-Jul-2006
SPD0341,474124.654,7479319.104,1640.32,120.0,Programa_Drenes_F1,27-Jul-2006
SPD0349,474390.288,7479150.078,1718.298,190.0,Programa_Metal_F3,29-Jul-2006
SPD0357,474530.014,7479950.048,1715.174,135.0,Programa_Metal_F2,2-Aug-2006
SPD0360,474597.489,7480001.093,1715.215,161.0,Programa_Metal_F2,6-Aug-2006
SPD0364,474365.515,7479200.037,1717.38,190.0,Programa_Metal_F3,10-Aug-2006
SPD0368,474249.913,7479348.52,1714.624,200.0,Programa_Metal_F3,15-Aug-2006
SPD0371,474205.246,7479400.884,1713.41,190.0,Programa_Metal_F3,19-Aug-2006
SPD0375,474346.595,7479398.52,1717.688,190.0,Programa_Metal_F3,27-Aug-2006
SPD0380,474195.119,7479488.248,1713.614,172.0,Programa_Metal_F3,3-Sep-2006
SPD0383,474432.032,7479301.291,1720.642,200.0,Programa_geotec_F3,8-Sep-2006
SPD0384,474909.975,7480200.029,1700.237,198.0,Programa_Metal_F2,8-Sep-2006
